;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
2332;salir;;;;;;;;;;;;;;;;;salisE;;salir;;;;;;sali;;;;;;;;;;;sali;;sali;;;sali;;;;;;;
2333;saluer;salyam;;;;;salya;;;;;;;;;;;salyE;salyE;salye;;;;;salye;saly;;;;;;;;salyô;saly;;;;saly;;;;salye;;;;;;
2334;sanctifier;;sâktifjE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335;sangler;;;;;;;;;;;;;;;;;;;;;;;;;;sâglâ;;;;;;;;;;;;;;;;;;;;;;
2336;sangloter;;;;;;;;;;;;;;sâglOtE;;;;sâglOtE;;;;;;sâglOte;;sâglOtâ;;;;;;;;;;;;;;;;;;;;;;
2337;saouler;;;;;;;;;;;;;;;;;;;sule;;;;;;sul;;;;;;;;;sul;;;;;;;;;;;;;;sul
2338;saper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sap;;;;sap;;;;sape;;;;;;
2339;satiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;satine;;;;;;;
2340;satisfaire;;;;;;;;;;;;;;;;;;;satisfEr;;;;;;;;;;;;;;;;;;;satisfE;;;satisfE;satisfE;;;;;;
2341;saturer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;satyre;;;;;;;;;
2342;saucer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sos;;;;sos;;;;;;;;;;
2343;saucissonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sOsisOne;;;;;;;
2344;saurer;;;;;;;;;;;;;;;;sOrE;;;;;;;sOrô;;;;;;;;;;sOrô;;;;;;;;;;;;;;;
2345;sauter;;sOtE;;;sOtEr;sOta;;;;;;;sOtjô;;;sOtE;sOtE;sOtE;sOte;;;;;sOte;sot;sOtâ;;;;;;;sOtô;sot;sOte;;;sot;;sOte;;sOte;;;;;;sot
2346;sauvegarder;;;;;;;;;;;;;;;;;;;;;;;;;sOv6gard;;;;;;;;;sOv6gard;;;;;;;;sOv6garde;;;;;;
2347;sauver;;;;;;sOva;sOv6rô;sOv6rE;sOv6re;;;;;;;;;sOvE;sOve;;;;sOvô;sOve;sov;;;;;;;;;sov;sOve;sov;;sov;;;sOve;sOve;;;;;;
2348;savoir;;sy;;sy;;sy;;sOrE;;sOra;;sOra;savjô;savE;savje;savE;savE;savE;savwar;;;sy;;saSe;saS;saSâ;;sOrE;;sOrE;sOrE;sOrE;savô;sE;save;sE;sav;sE;;sy;;sy;;saS;saSje;saS;saS;saS
2349;savonner;;;;;;;;;;;;savOn6ra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2350;savourer;;;;;;;;;;;;;;;;;;;savure;;;;;;;;;;;;;;;;;;;;;;;savure;;;;;;
2351;scandaliser;;;;;;;;;;;;;;;;;;skâdalizE;skâdalize;;;;;;;;;;;;;;;;;;skâdaliz;;;;;;;;;;;
2352;sceller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sEl;;sEle;;sEle;sEle;;;;;;
2353;scier;;;;;;;;;;;;;;;;;;sjE;sje;;;;;;;;;;;;;;;si;;;;si;;;;sje;;;;;;
2354;scintiller;;;;;;;;;;;;;;;;;sêtijE;;sêtije;;;;;;;;;;;;;;;;;;sêtij;;;;;;;;;;;
2355;scléroser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sklErOze;;;;;;;;
2356;scotcher;;;;;;;;;;;;;;;;;;;skOtSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2357;scruter;;;;;;;;;;;;;;skrytE;;;;;;;;;;;;skrytâ;;;;;;;;skryt;;;;skryt;;;;;;;;;;
2358;sculpter;;;;;;;;;;;;;;skyltE;;;;;;;;;;;skylt;;;;;;;;;;;skylt;;;;;;;;;;;;
2359;secouer;;;;;;s6kua;;;;;;;;;;;s6kuE;s6kuE;s6kue;;;;;;s6ku;s6kuâ;;;;;;;;s6ku;s6kue;s6ku;;s6ku;s6kue;s6kue;s6kue;s6kue;;;;;;
2360;secourir;;;;;;;;;;;;;;;;;;;s6kurir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2361;sembler;;;;;sâblEr;sâbla;;;;;;;;sâblE;;sâblE;sâblE;sâblE;sâble;;;sâbla;;sâble;sâbl;sâblâ;;;;;sâbl6rE;sâbl6rE;;sâbl;sâble;sâbl;sâbl;sâbl;;;;;;;;;sâbl;sâbl
2362;semer;;;;;;;;sEm6rE;;;;;;;;;;;s6me;;;;;;sEm;;;;;;;;;;;;;;;s6me;;s6me;;;;;;
2363;sensibiliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sâsibilize;;;;;;;;
2364;sentir;;sâti;;;;sâti;;;sâtire;;sâtirô;;sâtjô;sâtE;;sâtE;sâtE;sâtE;sâtir;;;;sâtô;sâte;sâ;sâtâ;;sâtirE;;;;sâtirE;sâtô;sâ;sâte;sâ;sât;sâ;sâti;sâti;sâti;sâti;sâtjô;;;;sât;sât
2365;seoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sje;;;;;;;;;;
2366;seriner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s6rin;;;;;;;;;;
2367;sermonner;;;;;;;;;;;;;;;;;;sErmOnE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2368;serpenter;;;;;;;;;;;;;;;;;;sErpâtE;;;;;;;;;;;;;;;sErpâtô;sErpât;;;;;;;;;;;;;;
2369;serrer;;;;;sErEr;sEra;;sEr6rE;;;;;sErjô;;;sErE;;sErE;sEre;;;;;sEre;sEr;sErâ;;;;;;;;sEr;sEre;sEr;;sEr;sEre;sEre;sEre;sEre;;sEr;;sEr;;sEr
2370;sertir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sErti;;;;;;
2371;servir;;;;;;sErvi;;;;;;sErvira;;sErvE;;;sErvE;sErvE;sErvir;;;;;sErve;sEr;;;;;;;sErvirE;sErvô;sEr;sErve;sEr;sErv;sEr;;sErvi;;sErvi;;sErv;;;;sErv
2372;shooter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sut;;Sut;;;;;;;;;;;;
2373;siffler;;siflE;;;siflEr;;;;;;;;;;;siflE;;;sifle;;;;;;sifl;;;;;;;;;sifl;;;sifl;;;;;;;;;;;
2374;siffloter;;;;;;;;;;;;;;;;;;;;;;;;;;siflOtâ;;;;;;;;;;;;;;;;;;;;;;
2375;signaler;;;;;;siJala;;;;;;;;;;;;siJalE;siJale;;;siJala;;siJale;siJal;;;;;;;;;siJal;;;;siJal;;siJale;;siJale;;;;;;
2376;signer;;;;;;;;;;;;;;;;;;siJE;siJe;;;;;siJe;siJ;;;;;;;;;siJ;siJe;;;siJ;siJe;;;siJe;;;;;;siJ
2377;signifier;;;;;;;;;;;;;;;;;;siJifjE;siJifje;;;;;;siJifi;;;;;;;siJifirE;;siJifi;;;;siJifi;;;;;;;;;;
2378;sillonner;;;;;;;;;;;;;;;;;;sijOnE;;;;;;;sijOn;;;;;;;;sijOnô;;;;sijOn;;sijOne;;;;;;;;;
2379;simplifier;;;;;;;;;;;;;;;;;;;sêplifje;;;;;;;;;;;;;;;;;;;sêplifi;;;;;;;;;;
2380;simuler;;;;;;;;;;;;;;;;;;;;;;;;;simyl;;;;;;;;;;;;;;;;;;;;;;;
2381;situer;;;;;;;;;;;;;;;;;;;sitye;;;;sityô;;sity;;;;;;;;;sity;;sity;;sity;sitye;sitye;sitye;sitye;;;;;;
2382;siéger;;;;;;;;;;;;;;;;;;;;;;;;;sjEZ;sjEZâ;;;;;;;;;;;;sjEZ;;;;;;;;;;
2383;soigner;;;;;;;;;;;;;;;swaJe;;;swaJE;swaJe;;;;;;swaJ;;;;;;;;;swaJ;;swaJ;swaJ;swaJ;;;;;;;;;;
2384;solder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sOld;;;;;;;;sOlde;;;;;;
2385;solliciter;;;;;;;;;;;;;;;;;sOlisitE;;sOlisite;;;;;;sOlisit;;;;;;;;;;;;;;;;;;;;;;;
2386;sombrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sôbr;;;;;;;;;;
2387;sommeiller;;;;;;;;;;;;;;;;;;;sOmEje;;;;;;;;;;;;;;;;;;sOmEj;;;;;;;;;;;
2388;sommer;;;;;;;;;;;;;;;;;;;;;;;;;sOm;;;;;;;;;;;;;;;;;;;;;;;
2389;somnoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sOmnOl;;;;;;;;;;;
2390;sonder;;;;;;;;;;;;;;;;;;sôdE;;;;;;;sôd;;;;;;;;;;;;;;;;;sôde;;;;;;
2391;songer;;sôZE;;;;sôZa;;;;;;;;sôZE;;sôZE;;sôZE;sôZe;;;sôZa;sôZô;sôZe;sôZ;sôZâ;;;;;;;;sôZ;sôZe;sôZ;;sôZ;;;;;;;;sôZ;;sôZ
2392;sonner;;;;;;;;;;;;;;;;;sOnE;sOnE;sOne;;;;;;sOn;;;;;;;;;sOn;;;;sOn;;;;sOne;;;;;sOn;
2393;sortir;sOrtim;sOrti;;sOrti;sOrtir;sOrti;sOrtirô;sOrtirE;sOrtire;sOrtira;;sOrtira;sOrtjô;sOrtE;;sOrtE;sOrtE;sOrtE;sOrtir;;;;sOrtô;sOrte;sOr;sOrtâ;;sOrtirE;;sOrtirE;;sOrtirE;sOrtô;sOr;sOrte;sOr;sOrt;sOr;sOrti;sOrti;sOrti;sOrti;;sOrt;;;;sOrt
2394;soucier;;;;;;;;;;;;;;;;susjE;;susjE;susje;;;;;susje;susi;;;;;;;;;susi;susje;;;susi;;;;susje;;;;;;
2395;souder;;;;;;;;;;;;;;;;;sudE;;;;;;;;;;;;;;;;;;;;;;sude;;;sude;;;;;;
2396;souffler;;;;;;sufla;;;;;;sufl6ra;;;;;;suflE;sufle;;;;;sufle;sufl;suflâ;;;;;;sufl6rE;;sufl;;sufl;sufl;sufl;;;;sufle;;;;;;
2397;souffrir;;;;;;;;;;;;;;;;;sufrE;sufrE;sufrir;;;;;sufre;sufr;sufrâ;;;;;;sufrirE;;sufr;;sufr;sufr;sufr;;;;sufEr;;;;;;sufr
2398;souhaiter;;;;;;;;;;;;;;;suEtje;;;suEtE;suEte;;;;suEtô;suEte;suEt;suEtâ;;;;;;;suEtô;suEt;suEte;;suEt;suEt;;;;suEte;;suEt;;;;
2399;souiller;;;;;;;;;;;;;;;;;;sujE;suje;;;;;;;;;;;;;;;;;;;;suje;;;;;;;;;
2400;soulager;;;;;;;;;;;;sulaZ6ra;;;;;;;sulaZe;;;;;;;sulaZâ;;;;;;;;sulaZ;;;;sulaZ;;sulaZe;sulaZe;sulaZe;;;;;;sulaZ
2401;soulever;;;;;;sul6va;;;;;;sulEv6ra;;;;;sul6vE;sul6vE;sul6ve;;;;;;sulEv;sul6vâ;;;;;;;;sulEv;;;;sulEv;;sul6ve;sul6ve;sul6ve;;;;;;
2402;souligner;;suliJE;;;;;;;;;;;;;;;;suliJE;;;;;;;;;;;;;;;;;;;suliJ;;;;suliJe;;;;;;;
2403;soumettre;;sumi;;;;;;;;;;;;;;;;;sumEtr;;;;;;sumE;;;;;;;;sumEtô;;;sumE;sumEt;;sumiz;sumiz;;;;;;;;
2404;souper;;;;;;;;;;;;;;;;;;;supe;;;;;;sup;;;;;;;;;sup;;;;;;;;;;;;;;
2405;soupeser;;;;;;;;;;;;;;;;;;sup6zE;sup6ze;;;;;;;sup6zâ;;;;;;;;supEz;;;;;;;;;;;;;;
2406;soupirer;;;;;;supira;;;;;;;;;;;;supirE;;;;;;;supir;;;;;;;;;supir;;;;supir;;;;supire;;;;;;
2407;soupçonner;;;;;;;;;;;;;;supsOnE;;;;supsOnE;supsOne;;;;;supsOne;supsOn;;;;;;;;;supsOn;;;supsOn;supsOn;;;supsOne;supsOne;;;;;;
2408;sourciller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sursij;;;;;;;;;;
2409;sourdre;;;;;;;;;;;;;;;;;;;surdr;;;;;;;;;;;;;;;;;;;sur;;;;;;;;;;
2410;sourire;;;;;;suri;;;;;;;;;;;surjE;surjE;surir;;;;;surje;suri;surjâ;;;;;;;;suri;surje;suri;;suri;;;;;;;;;;suri
2411;sous-entendre;;;;;;;;;;;;;;;;;;;suzâtâdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2412;sous-estimer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;suzEstim;;;;;;;;;;
2413;souscrire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;suskri;;;;;;
2414;soustraire;;;;;;;;;;;;;;;;;;;sustrEr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2415;soutenir;;;;;;sutê;;sutjêdrE;;;;sutjêdra;;;;;sut6nE;sut6nE;sut6nir;;;;;sut6ne;sutjê;sut6nâ;;;;;;;;;;sutjê;sutjEn;;;sut6ny;sut6ny;sut6ny;;;;;;
2416;souvenir;;;;;;suvê;;suvjêdrE;;suvjêdra;;;;suv6nE;;;;suv6nE;suv6nir;;;suvê;;suv6ne;suvjê;;;;;;;suvjêdrE;suv6nô;suvjê;suv6ne;suvjê;suvjEn;suvjê;;;;;;suvjEn;;suvjEn;;suvjEn
2417;soûler;;;;;;;;;;;;;;;;;;;sule;;;;;;sul;;;;;;;;;;;;;;;;;;;;;;;
2418;spolier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;spOli;;;;;;;;;;
2419;spécialiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;spEsjalize;;;;;;
2420;spécifier;;;;;;;;;;;;;;;;;;;spEsifje;;;;;;spEsifi;;;;;;;;;;;;;spEsifi;;;;;;;;;;
2421;spéculer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;spEkyle;;;;;;;;;;;;;
2422;stabiliser;;;;;;;;;;;;;;;;;;;;;;;;stabilize;stabiliz;;;;;;;;;;;;;;;;;stabilize;;;;;;
2423;stagner;;;;;;stagna;;;;;;;;;;;;;;;;;;;stagn;;;;;;;;;;;;;;;;;;;;;;;
2424;staliniser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;stalinize;;;;;;;;
2425;stationner;;;;;;;;;;;;;;;;;stasjOnE;;;;;;;;;;;;;;;;;;;;;;;stasjOne;;;;;;;;
2426;stimuler;;;;;;;;;;;;;;;;;;stimylE;;;;;;;;;;;;;;;;;;;;stimyl;;;;;;;;;;
2427;stipuler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;stipyl;stipyl;;;;;;;;;;
2428;stocker;;;;;;;;;;;;;;;;;;;stOke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2429;stopper;;;;;stOpEr;stOpa;;;;;;;;;;;;;stOpe;;;;;;stOp;;;;;;;;;;;;;;;;;;;;;;;
2430;stresser;;;;;;;;;;;;;;;;;;;;;;;;;strEs;;;;;;;;;;;;;strEs;;;;strEse;;;;;;
2431;structurer;;;;;;;;;;;;;;;;;;;stryktyre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2432;styliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;stilize;;;;;;
2433;subir;;;;;;;;;;;;;;;;sybisE;;;sybir;;;;;;sybi;;;;;;;;;sybi;;sybi;sybis;sybi;;sybi;sybi;sybi;;;;;;
2434;submerger;;;;;;;;;;;;;;;;;;;sybmErZe;;;;;;;;;;;;;;;;;;;;;;sybmErZe;sybmErZe;;;;;;
2435;subordonner;;;;;;;;;;;;;;;;;;;sybOrdOne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2436;subsister;;;;;;sybzista;;;;;;;;;;;sybzistE;;;;;;;;sybzist;;;;;;;;;sybzist;;;;sybzist;;;;;;;;;;
2437;substituer;;;;;;;;;;;;;;;;;;;;;;;sybstityô;;;;;;;;;;;;;;;sybstity;;;;;;;;;;
2438;succomber;;;;;;;;;;;;;;;;;sykôbE;;sykôbe;;;;;;sykôb;;;;;;;;;;;;;;;;;;;;;;;
2439;succéder;;;;;;;;;;;;syksEd6ra;;;;;syksEdE;;syksEde;;;;;;;syksEdâ;;;;;;;;;;;syksEd;syksEd;;;;;;;;;;
2440;sucer;;;;;;sysa;;;;;;;;sysE;;;;;syse;;;;;;sys;;;;;;;;;sys;;sys;sys;sys;;;;syse;;sys;;;;
2441;sucrer;;;;;;;;;;;;;;;;;;;;;;;;;sykr;sykrâ;;;;;;;;;;;;;sykre;;;sykre;;;;;;
2442;suer;;;;;;;;;;;;;;;;;;;sye;;;;;;sy;;;;;;;;;sy;;;;sy;;;;;;;;;;
2443;suffire;;;;;;syfi;;;;;;syfira;;;;;syfizE;syfizE;;;;;;;syfi;syfizâ;;;;;;syfirE;;;;;syfiz;syfi;;;;;;;;;;syfiz
2444;suffoquer;;;;;;;;;;;;;;;;;;syfOkE;;;;;;;;;;;;;;;;;;;;syfOk;;;;;;;;;;
2445;suggérer;;;;;;syZEra;;;;;;;;;;;;syZErE;syZEre;;;;;;syZEr;;;;;;;;;syZEr;syZEre;syZEr;;syZEr;;;;syZEre;;syZEr;;;;
2446;suicider;;;;;;sHisida;;sHisid6rE;;;;;;;;;;;sHiside;;;;;;;;;;;;;;;;;;;;;sHiside;;sHiside;;;;;;
2447;suivre;;sHivi;;;;sHivi;;sHivrE;;;;sHivra;;sHivE;;sHivE;sHivE;sHivE;sHivr;;;;sHivô;sHive;sHi;sHivâ;;sHivrE;;;;;;sHi;sHive;;sHiv;sHi;;sHivi;sHivi;sHivi;;sHiv;sHivje;;sHiv;sHiv
2448;superposer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sypErpoz;;;;;;;;;;;
2449;supplier;;;;;;;;;;syplira;;;;;;sypliE;;;;;;;;;sypli;;;;;;;;;sypli;;;;sypli;;;;syplie;;sypli;;;;
2450;supporter;;;;;;sypOrta;;;;;;sypOrt6ra;;sypOrtE;;;;sypOrtE;sypOrte;;;;;;sypOrt;;;sypOrt6rE;;;;;;sypOrt;sypOrte;;sypOrt;sypOrt;;;;sypOrte;;sypOrt;;;sypOrt;
2451;supposer;;;;;;;;;;;;;;sypOzE;;;;sypOzE;sypOze;;;;sypOzô;sypOze;sypoz;;;;;;;;sypOzô;sypoz;;;;sypoz;;;;sypOze;;;;;;
2452;supprimer;;syprimE;;;;;;;;;;;;;;;;;syprime;;;;;;syprim;syprimâ;;;;;;;;syprim;;;;;syprime;;;syprime;;;;;;
2453;supputer;;;;;;;;;;;;;;;;;;;sypyte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2454;surcharger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrSarZe;syrSarZe;;syrSarZe;;;;;;
2455;surchauffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrSOfe;;;;;;
2456;surclasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrklase;;;;;;
2457;surenchérir;;;;;;;;;;;;;;;;;;;syrâSErir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2458;surestimer;;;;;;;;;;;;;;;;;;;;;;;;;syrEstim;;;;;;;;;;;;;;;;;;;;;;;
2459;surexciter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrEksite;;syrEksite;;;;;;;
2460;surgir;;;;;;syrZi;;;;;;;;;;;syrZisE;syrZisE;syrZir;;;;;;syrZi;syrZisâ;;;;;;;;syrZi;;;syrZis;syrZi;syrZi;syrZi;;syrZi;;;;;;
2461;surmonter;;;;;;;;;;;;;;;;;;;syrmôte;;;;;;;;;;;;;;;;;;;;;syrmôte;syrmôte;syrmôte;;;;;;
2462;surnager;;;;;;;;;;;;;;;;;;syrnaZE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2463;surnommer;;;;;;;;;;;;;;;;;;;syrnOme;;;;;;syrnOm;;;;;;;;;syrnOm;;;;;;;;syrnOme;;;;;;
2464;surpasser;;;;;;;;;;;;syrpas6ra;;;;;;syrpasE;;;;;;;;;;;;;;;;;;;;syrpas;;syrpase;;syrpase;;;;;;
2465;surplomber;;;;;;;;;;;;;;;;;;;;;;;;;syrplôb;;;;;;;;;syrplôb;;;;;;;;;;;;;;
2466;surprendre;;syrpri;;syrpri;;syrpri;;;;;;syrprâdra;;;;;syrpr6nE;syrpr6nE;syrprâdr;;;;;;;;;;;;;;;syrprâ;;;syrprEn;;;syrpriz;;;;;;;;syrprEn
2467;sursauter;;;;;;syrsOta;;;;;;;;;;;;;syrsOte;;;;;syrsOte;syrsot;;;;;;;;;syrsot;;;;syrsot;;;;;;;;;;
2468;surveiller;;;;;;;;;;;;;;;;;syrvEjE;syrvEjE;syrvEje;;;;;syrvEje;syrvEj;syrvEjâ;;;;;;;;syrvEj;syrvEje;;syrvEj;syrvEj;syrvEje;;;syrvEje;;;;;;syrvEj
2469;survivre;;;;;;syrvEky;;;syrvivre;;syrvivrô;;;;;;;;syrvivr;;;;;;;;;;;;syrvivrE;;;;;;syrviv;;;;;syrvEky;;;;;;
2470;survoler;;;;;;;;;;;;;;;;;;;syrvOle;;;;;;;;;;;;;;;;;;;;;;;syrvOle;;;;;;
2471;surélever;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrEl6ve;;;;;;;;;
2472;susciter;;;;;;;;;;;;;;;;sysitE;sysitE;sysitE;sysite;;;;;;sysit;;;;;;;;;sysit;;;;sysit;;;;;;;;;;
2473;suspecter;;;;;;;;;;;;;;;;;;;syspEkte;;;;;;;;;;;;;;;syspEkt;;;;syspEkt;;;syspEkte;;;;;;;
2474;suspendre;;;;;;syspâdi;;;;;;;;;;;syspâdE;syspâdE;syspâdr;;;;syspâdô;;;;;;;;;;;;;;;;;syspâdy;syspâdy;syspâdy;;;;;;
2475;sustenter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;systât
2476;susurrer;;;;;;;;;;;;;;;;;;;;;;;;;sysyr;;;;;;;;;;;;;;;;;;;;;;;
2477;suçoter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sysOt;;;;;;;;;;;;;;
2478;symboliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sêbOliz;;;;;;;;;;;;;;
2479;synchroniser;;;;;;;;;;;;;;;;;;;;;;;;sêkrOnize;;;;;;;;;;;;;;;sêkrOnize;;;sêkrOnize;;;;;;
2480;sécher;;;;;;;;;;;;;;sESE;;;;;sESe;;;;;;sES;;;;;;;;;;;;sES;;;;;sESe;;;;;;sES
2481;sécréter;;;;;;;;;;;;;;sEkrEtE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2482;sécuriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sEkyrize;;;;;;
2483;séduire;;;;;;;;;;;;;;;;;;sEdHizE;sEdHir;;;;;;;sEdHizâ;;;;;;;;;;;;sEdHi;;;;sEdHi;;;;;;sEdHiz
2484;séjourner;;;;;;;;;;;;;;;;;;;;;;;;;;sEZurnâ;;;;;;;;;;;;;;;;;;;;;;
2485;séparer;;;;;sEparEr;sEpara;;;;;;sEpar6ra;;;;;sEparE;sEparE;sEpare;;;;;;sEpar;sEparâ;;;;;;;sEparô;sEpar;;;sEpar;sEpar;sEpare;sEpare;sEpare;sEpare;;;;;;
2486;séquestrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sEkEstre;;;;;;;;
2487;sévir;;;;;;;;;;;;;;;;;;;sEvir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2488;tabasser;;;;;;;;;;;;;;;;;;;tabase;;;;;;;;;;;;;;;;;;;tabas;;tabase;;;;;;;;
2489;tabler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tabl;;;;;;;;;;
2490;tacher;;;;;;;;;;;;;;;;;;taSE;;;;;;;taS;;;;;;;;;taS;;;;taS;taSe;taSe;taSe;taSe;;;;taS;;
2491;tacheter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;taS6te;;taS6te;;;;;;
2492;tailler;;;;;;;;;;;;;;tajE;;;;tajE;taje;;;;;;taj;;;;;;;;;;;;taj;taj;;taje;taje;taje;;;;;;
2493;taire;;;;;tyr;ty;;tErE;;;;;;;;;tEzE;tEzE;tEr;;;;;tEze;tE;tEzâ;;;;;;;;tE;tEze;tE;tEz;tE;;;ty;;;;;;;tEz
2494;taler;;;;;;;;;;;;;;;;;;;;;;;talô;;;;;;;;;;;;;;;;;;;;;;;;;
2495;tanguer;;;;;;;;;;;;;;;;;;tâgE;tâge;;;;;;;;;;;;;;;;;;;tâg;;;;;;;;;;
2496;taper;;;;;;tapa;;;;;;;;;;;;tapE;tape;;;;;tape;tap;tapâ;;;;;;;;tap;tape;tap;tap;tap;;;;tape;;tap;;;;tap
2497;tapiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tapin;;;;;;;;;;;;;;
2498;tapir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tapi;;;;;;tapi;tapi;tapi;;;;;;
2499;tapoter;;;;;;;;;;;;;;;;;;;;;;;;;tapOt;;;;;;;;;tapOt;;;;tapOt;;;;;;;;;;
2500;taquiner;;;;;;;;;;;;;;;;;;;takine;;;;;;;takinâ;;;;;;;;takin;;;;;;;;takine;;;;;;
2501;tarabuster;;;;;;;;;;;;;;;;;;tarabystE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2502;tarauder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tarod;;;;;;;;;;;;;;
2503;tarder;;;;;;;;;;;;;;tardE;;;tardE;;tarde;;;;;tarde;tard;;;;;;;tard6rE;;tard;;;;tard;;;;;;;;;;
2504;tarir;;;;;;;;;;;;;;;;;;;tarir;;;;;;;;;;;;;;;;;;;;tari;;;;;;;;;
2505;tasser;;;;;;tasa;;;;;;;;;;;;tasE;tase;;;;;;;;;;;;;;;tas;;;;tas;;;;;;;;;;
2506;tatouer;;;;;;;;;;;;;;;;;;;;;;;;;tatu;;;;;;;;;;;;;;;;;tatue;;;;;;
2507;taxer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;taks6rE;;;;;;;;;;;;;;;;
2508;teindre;;;;;;;;;;;;;;;;;;;;;;;;;tê;;;;;;;;;;;;;tê;;;;tê;;;;;;
2509;teinter;;;;;;têta;;;;;;;;;;;;;;;;;;;;têtâ;;;;;;;;;;;;;;tête;;tête;;;;;;
2510;tempérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tâpEre;;;;;;;;;
2511;tenailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t6naje;;;;;;
